episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error
138,2.22,10,2.34,0.97331,0.242612,1.084476,,-0.01442,-0.003204
139,5.15,12,2.35,0.97329,1.105415,2.148855,,0.907319,0.2432
140,2.82,9,2.38,0.973318,1.543482,2.576183,,1.172965,0.056874
141,6.37,13,2.39,0.973329,0.873205,5.589729,,1.671651,0.302454
142,1.71,10,2.41,0.9733,-1.365077,6.302816,,-0.063862,-0.053199
143,4.81,12,2.43,0.973266,0.650731,1.942887,,1.27503,0.19966
144,3.32,10,2.45,0.973245,0.748357,3.064656,,1.449385,0.110334
145,4.05,11,2.46,0.973182,-0.426395,3.144539,,1.176391,0.159046
146,5.24,12,2.48,0.973111,0.66201,0.97476,,0.736417,0.250865
147,4.1,12,2.5,0.973061,1.033125,2.046949,,0.798331,0.165631
148,9.55,13,2.52,0.973031,2.759057,14.761227,,0.167229,0.572183
149,7.83,12,2.53,0.973036,2.861485,17.849787,,0.836162,0.460108
150,2.55,10,2.55,0.973039,0.128871,0.686672,,0.993319,0.042626
151,8.2,13,2.57,0.973072,2.55204,9.357004,,1.732211,0.446876
152,4.61,12,2.59,0.973108,1.036524,2.356196,,1.453835,0.201833
153,7.42,12,2.61,0.973113,0.967897,7.440927,,1.548242,0.422403
154,6.44,12,2.62,0.973084,0.582595,10.469529,,2.097769,0.345364
155,7.72,12,2.64,0.973023,0.818202,12.303472,,1.32867,0.45237
156,5.82,14,2.66,0.972978,1.276501,2.857138,,1.929788,0.237618
157,6.21,12,2.68,0.972922,0.878333,11.547756,,1.19635,0.32372
158,6.07,13,2.71,0.972852,0.731179,4.816632,,2.209395,0.285089
159,7.67,12,2.79,0.972782,1.63025,9.997826,,1.893604,0.439083
160,8.25,12,2.82,0.972705,1.698544,6.346481,,1.221372,0.498504
161,8.06,12,2.84,0.972643,1.953588,6.013456,,0.849699,0.475729
162,6.17,14,2.86,0.972596,1.377198,2.977523,,2.132679,0.253431
163,4.99,12,2.89,0.972545,0.710914,2.038253,,2.045574,0.2172
164,6.76,12,2.9,0.972519,2.044584,11.918583,,2.074641,0.36411
165,8.19,12,2.93,0.972468,1.53834,4.658634,,1.409118,0.482427
166,4.38,11,2.95,0.972454,1.493128,6.268164,,3.187208,0.154036
167,7.27,14,2.97,0.972449,1.609008,3.600752,,2.037784,0.33616
168,8.06,12,2.99,0.972416,1.184613,5.209503,,1.012723,0.46499
169,8.15,12,3.01,0.972369,1.481238,3.520424,,1.535551,0.466099
170,8.07,12,3.03,0.972308,1.420366,3.363395,,1.45145,0.459094
171,7.34,12,3.05,0.972244,1.482686,3.807784,,1.888176,0.402714
172,5.51,13,3.07,0.972151,0.044449,5.223848,,3.245712,0.20765
173,6.49,13,3.1,0.972114,2.359016,4.609619,,3.369021,0.285872
174,8.3,12,3.12,0.972061,1.534988,1.985582,,1.765937,0.474285
175,8.26,12,3.15,0.972014,1.987784,2.830164,,1.413126,0.461564
176,5.02,13,3.17,0.971927,-0.395686,3.307644,,2.539575,0.166113
177,7.78,12,3.19,0.971802,0.649509,3.587787,,2.371407,0.41412
178,4.66,12,3.22,0.971691,0.633608,3.225886,,3.252585,0.142704
179,8.35,12,3.24,0.971596,2.058788,2.354597,,1.716938,0.458997
180,8.04,12,3.25,0.971548,2.791175,1.944724,,1.970546,0.431508
181,8.35,12,3.28,0.971483,1.397137,2.148454,,1.934115,0.463833
182,8.21,12,3.3,0.971447,2.375472,2.375693,,1.959064,0.43914
183,8.14,12,3.33,0.971401,1.503283,2.386874,,1.892553,0.430376
184,8.47,12,3.36,0.971383,2.463481,8.627954,,2.06892,0.462482
