episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error
194,6.37,13,4.31,0.980306,-0.247805,,2.978347,,
195,6.41,13,4.33,0.980108,-1.12726,,2.803534,,
196,2.88,7,4.34,0.979908,-0.320176,,1.151808,,
197,6.71,13,4.36,0.979698,-0.428477,,3.255457,,
198,6.13,13,4.38,0.979489,-0.327375,,2.562489,,
199,6.13,12,4.39,0.979298,-0.122736,,2.564933,,
200,6.5,13,4.41,0.979063,-0.929812,,3.118075,,
201,6.52,13,4.54,0.978907,0.730445,,2.953582,,
202,2.9,7,4.54,0.978745,-0.328339,,1.248277,,
203,7.11,14,4.58,0.978558,-0.621543,,3.114492,,
204,4.41,11,4.59,0.978391,0.035179,,1.827805,,
205,6.28,13,4.61,0.978198,-0.655307,,2.887769,,
206,6.49,13,4.63,0.977993,-0.412516,,3.027835,,
207,6.01,13,4.65,0.977874,0.916996,,2.76155,,
208,6.56,13,4.66,0.977735,-0.441732,,2.919847,,
209,7.36,14,4.67,0.977534,-1.277439,,3.399851,,
210,6.37,13,4.7,0.977335,-0.320139,,2.809827,,
211,5.35,12,4.72,0.977116,-0.575368,,2.334421,,
212,5.12,12,4.73,0.97695,0.472037,,2.29717,,
213,5.91,13,4.75,0.976822,0.230273,,2.621385,,
214,5.16,13,4.78,0.976732,0.415031,,2.032479,,
215,6.01,13,4.81,0.976673,0.307897,,2.608348,,
216,2.66,7,4.82,0.97667,0.746608,,0.954855,,
217,4.56,11,4.84,0.976598,-1.017671,,1.597998,,
218,5.06,12,4.86,0.976536,0.012496,,2.162463,,
219,4.47,11,4.88,0.976503,0.327534,,1.710916,,
220,5.02,11,4.9,0.976464,-0.129249,,2.039219,,
221,4.87,12,4.93,0.976441,0.173644,,1.771414,,
222,5.96,13,4.96,0.97641,-0.125098,,2.356272,,
223,4.81,12,4.98,0.976326,-0.826371,,1.886236,,
224,4.89,11,4.99,0.976243,-0.118247,,2.055461,,
225,5.44,13,5.0,0.976191,0.329443,,2.075868,,
226,6.56,14,5.03,0.976171,0.414846,,2.955643,,
227,5.84,13,5.06,0.976133,-0.248951,,2.52165,,
228,8.55,15,5.09,0.975939,-2.507249,,4.477588,,
229,3.34,11,5.12,0.975714,-0.748863,,0.943373,,
230,4.33,11,5.14,0.97553,0.283352,,1.517612,,
231,5.99,14,5.17,0.975387,0.260805,,2.463101,,
232,5.5,13,5.2,0.975259,-0.001184,,2.365085,,
233,5.81,13,5.22,0.975149,0.065021,,2.155955,,
234,6.39,13,5.26,0.975059,0.140505,,3.010107,,
235,6.12,13,5.29,0.975008,0.490732,,2.782403,,
236,5.78,12,5.32,0.974917,-0.758031,,2.677239,,
237,6.21,12,5.35,0.974814,-0.343073,,2.679584,,
238,5.75,12,5.38,0.974775,0.869225,,2.698991,,
239,5.64,12,5.4,0.974716,-0.409328,,2.419571,,
240,4.48,11,5.43,0.974684,0.353176,,1.768142,,
241,6.17,13,5.46,0.974689,0.487339,,2.638245,,
242,5.58,13,5.48,0.974611,-1.326337,,2.317973,,
243,6.2,13,5.5,0.974547,0.110344,,2.864633,,
244,5.16,13,5.52,0.974512,0.332115,,2.059555,,
245,6.19,13,5.54,0.974377,-1.567383,,2.740794,,
